method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,324120,112504,0.6528939898802912,147604,0.0,0.0,14485,13685,14063.0,343.7444545007235,422.0,41800,39579,40515.0,723.6801779791955,1285.0
grid,382238,112504,0.7056702891915508,178914,0.0,0.0,14175,13951,14063.0,70.69653456853455,112.0,48330,47228,47779.75,399.944918082478,550.25
metis_unweighted,321353,112504,0.6499052443885696,146090,0.0,0.0,14459,13661,14063.0,329.53300289955786,396.0,40814,39220,40169.125,457.5566734023229,644.875
metis,295286,109744,0.6283467553490514,183654,0.0,0.0,14130,13317,13718.0,367.32070456210334,412.0,38063,35788,36910.75,880.0854717014706,1152.25
grid,458135,109744,0.760454887751427,305033,0.0,0.0,13759,13681,13718.0,29.402380855978315,41.0,57812,56826,57266.875,369.2209492634458,545.125
metis_unweighted,291805,109744,0.6239132297253303,181013,0.0,0.0,14129,13356,13718.0,300.43718145396053,411.0,37419,35688,36475.625,566.1459479454039,943.375
metis,278643,111132,0.601167084764376,90047,0.0,0.0,14221,13522,13891.5,268.3575040873648,329.5,35596,34125,34830.375,567.1893285094493,765.625
grid,359596,111132,0.6909531807917775,120892,0.0,0.0,14784,13020,13891.5,679.6671979726549,892.5,46872,42974,44949.5,1387.3104375012826,1922.5
metis_unweighted,277483,111132,0.5994997891762739,88645,0.0,0.0,14262,13652,13891.5,208.0072114134508,370.5,35220,33515,34685.375,497.1812892446778,534.625
metis,296339,108000,0.6355525259921914,67386,0.0,0.0,13504,13494,13500.0,3.605551275463989,4.0,37425,36798,37042.375,242.8980946302379,382.625
grid,322912,108000,0.6655435536616787,64080,0.0,0.0,14895,12195,13500.0,779.8557558933575,1395.0,43319,37547,40364.0,1709.783319605148,2955.0
metis_unweighted,295805,108000,0.6348946096245838,66017,0.0,0.0,13581,13470,13500.0,31.74901573277509,81.0,37362,36429,36975.625,310.6947607781632,386.375
metis,391313,102885,0.7370774801757161,195533,0.0,0.0,13247,12486,12860.625,285.15431677426875,386.375,49898,47844,48914.125,689.8384661462421,983.875
